PSP#,DA#,DSP#,CollectDate,SubmitDate,County,Waterbody,Org,Cert#,SiteName,Subsite,SiteID,MonitoringType,SampleType,ShellShucked,FreshFrozen,Species,ReceiveDate,PSPTissue,PSP Result,PSP Date,DomoicTissue,Domoic Result,Domoic Date,DSPTissue,DSP Result,DSP Date
200000529,,,3/20/00,3/20/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,3/21/00,Whole,NTD,3/21/00,,,,,,
200000528,,,3/20/00,3/20/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,3/21/00,Whole,NTD,3/21/00,,,,,,
200000569,200000267,,3/22/00,3/22/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/24/00,Meat,48,3/24/00,Meat,1,3/27/00,,,
200000568,200000266,,3/22/00,3/22/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area XA,,PAPOXA1,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/24/00,Meat,<38,3/24/00,Meat,2,3/27/00,,,
200000567,200000265,,3/22/00,3/22/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area OY,,PAPOOY1,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/24/00,Meat,<38,3/24/00,Meat,2,3/27/00,,,
200000566,200000264,,3/22/00,3/22/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area G,,PAPO0G9,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/24/00,Meat,<38,3/24/00,Meat,1,3/24/00,,,
200000565,200000263,,3/22/00,3/22/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/24/00,Meat,NTD,3/24/00,Meat,4,3/24/00,,,
200000606,,,3/27/00,3/28/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,3/29/00,Whole,NTD,3/29/00,,,,,,
200000577,200000271,,3/27/00,3/27/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,3/28/00,Whole,NTD,3/28/00,Whole,NTD,3/29/00,,,
200000575,200000269,,3/27/00,3/27/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,3/28/00,Whole,NTD,3/28/00,Whole,NTD,3/29/00,,,
200000608,,,3/28/00,3/28/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,3/29/00,Whole,NTD,3/29/00,,,,,,
200000635,200000302,,4/2/00,4/3/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area E,,PAPO0E1,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/3/00,Meat,<38,4/3/00,Meat,6,4/3/00,,,
200000634,200000301,,4/2/00,4/3/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area XA,,PAPOXA1,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/3/00,Meat,<38,4/3/00,Meat,2,4/3/00,,,
200000633,200000300,,4/2/00,4/3/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Area OY,,PAPOOY1,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/3/00,Meat,NTD,4/3/00,Meat,4,4/3/00,,,
200000632,200000299,,4/2/00,4/3/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/3/00,Meat,39,4/3/00,Meat,3,4/3/00,,,
200000630,200000297,,4/2/00,4/3/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area G,,PAPO0G9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/3/00,Meat,42,4/3/00,Meat,11,4/3/00,,,
200000680,,,4/3/00,4/4/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Oysterville Area,,PAWB003,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,4/5/00,Whole,NTD,4/5/00,,,,,,
200000678,,,4/3/00,4/4/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,4/5/00,Whole,NTD,4/5/00,,,,,,
200000645,200000305,,4/3/00,4/4/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,4/4/00,Whole,NTD,4/4/00,Whole,NTD,4/5/00,,,
200000644,,,4/3/00,4/4/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,4/4/00,Whole,NTD,4/4/00,,,,,,
200000765,200000356,,4/10/00,4/11/00,Pacific,Pacific County Coast,Jessie's Ilwaco Fish Company,326,Cape Disappointment/Pt Brown,,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,4/13/00,,,,Gut,NTD,4/14/00,,,
200000764,200000355,,4/10/00,4/11/00,Pacific,Pacific County Coast,Jessie's Ilwaco Fish Company,326,Cape Disappointment/Pt Brown,,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,4/13/00,,,,Gut,NTD,4/14/00,,,
200000763,200000354,,4/10/00,4/11/00,Pacific,Pacific County Coast,Jessie's Ilwaco Fish Company,326,Cape Disappointment/Pt Brown,,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,4/13/00,,,,Gut,NTD,4/14/00,,,
200000762,200000353,,4/10/00,4/11/00,Pacific,Pacific County Coast,Jessie's Ilwaco Fish Company,326,Cape Disappointment/Pt Brown,,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,4/13/00,,,,Gut,NTD,4/14/00,,,
200000761,200000352,,4/10/00,4/11/00,Pacific,Pacific County Coast,Jessie's Ilwaco Fish Company,326,Cape Disappointment/Pt Brown,,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,4/13/00,,,,Gut,NTD,4/14/00,,,
200000760,200000351,,4/10/00,4/11/00,Pacific,Pacific County Coast,Jessie's Ilwaco Fish Company,326,Cape Disappointment/Pt Brown,,PAPO056,Monitoring,Commercial,In Shell,Cooked,Dungeness Crab,4/13/00,,,,Gut,NTD,4/14/00,,,
200000736,,,4/10/00,4/11/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bay Center Area,,PAWB04B,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,4/12/00,Whole,NTD,4/12/00,,,,,,
200000733,,,4/10/00,4/11/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,4/12/00,Whole,NTD,4/12/00,,,,,,
200000726,200000336,,4/10/00,4/11/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,4/12/00,Meat,<38,4/12/00,Meat,6,4/13/00,,,
200000725,200000335,,4/10/00,4/11/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,4/12/00,Meat,<38,4/12/00,Meat,8,4/13/00,,,
200000724,200000334,,4/10/00,4/11/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,4/12/00,Meat,<38,4/12/00,Meat,11,4/13/00,,,
200000713,200000332,,4/10/00,4/11/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,4/11/00,Whole,NTD,4/11/00,Whole,NTD,4/12/00,,,
200000712,,,4/10/00,4/11/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,4/11/00,Whole,NTD,4/11/00,,,,,,
200000740,200000341,,4/12/00,4/12/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area G,,PAPO0G9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/13/00,Meat,<38,4/14/00,Meat,4,4/13/00,,,
200000738,200000339,,4/12/00,4/12/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/13/00,Meat,<38,4/14/00,Meat,5,4/13/00,,,
200000744,200000343,,4/12/00,4/12/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,4/13/00,Whole,NTD,4/14/00,Whole,NTD,4/14/00,,,
200000743,200000342,,4/12/00,4/12/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,4/13/00,Whole,NTD,4/14/00,Whole,NTD,4/14/00,,,
200000819,,,4/17/00,4/18/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,4/19/00,Whole,NTD,4/19/00,,,,,,
200000817,,,4/18/00,4/18/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,4/19/00,Whole,NTD,4/19/00,,,,,,
200000866,200000385,,4/24/00,4/25/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,4/25/00,Whole,NTD,4/25/00,Whole,NTD,4/27/00,,,
200000864,,,4/24/00,4/25/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,4/25/00,Whole,NTD,4/25/00,,,,,,
200000862,,,4/24/00,4/24/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,4/25/00,Whole,NTD,4/25/00,,,,,,
200000861,,,4/24/00,4/24/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,4/25/00,Whole,NTD,4/25/00,,,,,,
200000892,200000395,,4/27/00,4/27/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,4/28/00,Whole,<38,4/28/00,Whole,NTD,4/28/00,,,
200000891,200000394,,4/27/00,4/27/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,4/28/00,Whole,NTD,4/28/00,Whole,NTD,4/28/00,,,
200000898,200000400,,4/30/00,5/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area G,,PAPO0G9,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/1/00,Meat,46,5/1/00,Meat,6,5/1/00,,,
200000897,200000399,,4/30/00,5/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/1/00,Meat,NTD,5/1/00,Meat,2,5/1/00,,,
200000920,,,4/30/00,5/1/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,5/2/00,Whole,NTD,5/2/00,,,,,,
200000918,,,5/1/00,5/1/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,5/2/00,Whole,NTD,5/2/00,,,,,,
200000915,200000406,,5/1/00,5/2/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,5/2/00,Whole,NTD,5/2/00,Whole,NTD,5/3/00,,,
200000914,,,5/1/00,5/2/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,5/2/00,Whole,NTD,5/2/00,,,,,,
200000908,200000404,,5/1/00,5/1/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/2/00,Meat,<38,5/2/00,Meat,9,5/3/00,,,
200000907,200000403,,5/1/00,5/1/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/2/00,Meat,38,5/2/00,Meat,11,5/3/00,,,
200000906,200000402,,5/1/00,5/1/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/2/00,Meat,NTD,5/2/00,Meat,8,5/3/00,,,
200000971,200000428,,5/8/00,5/8/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,5/9/00,Whole,NTD,5/9/00,Whole,NTD,5/9/00,,,
200000969,200000426,,5/8/00,5/8/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,5/9/00,Whole,NTD,5/9/00,Whole,NTD,5/9/00,,,
200001025,,,5/9/00,5/10/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bay Center Area,,PAWB04B,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,5/11/00,Whole,NTD,5/11/00,,,,,,
200001021,,,5/9/00,5/10/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,5/11/00,Whole,NTD,5/11/00,,,,,,
200001000,200000438,,5/9/00,,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/10/00,Meat,<38,5/10/00,Meat,7,5/10/00,,,
200000999,200000437,,5/9/00,,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/10/00,Meat,<38,5/10/00,Meat,13,5/10/00,,,
200001035,200000447,,5/11/00,5/11/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/12/00,Meat,NTD,5/12/00,Meat,8,5/12/00,,,
200001034,200000446,,5/11/00,5/11/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/12/00,Meat,<38,5/12/00,Meat,9,5/12/00,,,
200001073,,,5/15/00,5/16/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Oysterville Area,,PAWB003,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,5/17/00,Whole,NTD,5/17/00,,,,,,
200001071,,,5/16/00,5/16/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,5/17/00,Whole,NTD,5/17/00,,,,,,
200001060,200000457,,5/16/00,5/16/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/17/00,Meat,NTD,5/17/00,Meat,9,5/17/00,,,
200001059,200000456,,5/16/00,5/16/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/17/00,Meat,<38,5/17/00,Meat,7,5/17/00,,,
200001057,200000455,,5/16/00,5/16/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/17/00,Meat,NTD,5/17/00,Meat,7,5/17/00,,,
200001176,,,5/21/00,5/23/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bay Center Area,,PAWB04B,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,5/24/00,Whole,NTD,5/24/00,,,,,,
200001174,,,5/22/00,5/23/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,5/24/00,Whole,NTD,5/24/00,,,,,,
200001125,200000476,,5/22/00,5/22/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,5/23/00,Whole,NTD,5/23/00,Whole,NTD,5/23/00,,,
200001124,200000475,,5/22/00,5/22/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,5/23/00,Whole,NTD,5/23/00,Whole,NTD,5/23/00,,,
200001183,200000493,,5/23/00,5/24/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,5/24/00,Whole,NTD,5/24/00,Whole,NTD,5/25/00,,,
200001172,,,5/23/00,5/24/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,5/24/00,Whole,NTD,5/24/00,,,,,,
200001200,200000497,,5/24/00,5/24/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/25/00,Meat,<38,5/26/00,Meat,7,5/26/00,,,
200001199,200000496,,5/24/00,5/24/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/25/00,Meat,<38,5/26/00,Meat,8,5/26/00,,,
200001198,200000495,,5/24/00,5/24/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/25/00,Meat,<38,5/26/00,Meat,8,5/26/00,,,
200001250,,,5/30/00,5/31/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,6/1/00,Whole,NTD,6/1/00,,,,,,
200001249,,,5/30/00,5/31/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Nahcotta Area,,PAWB002,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/1/00,Whole,NTD,6/1/00,,,,,,
200001302,,,6/3/00,6/5/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bay Center Area,,PAWB04B,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,6/6/00,Whole,NTD,6/6/00,,,,,,
200001295,200000513,,6/3/00,6/5/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/6/00,Meat,<38,6/6/00,Meat,9,6/6/00,,,
200001294,200000512,,6/3/00,6/5/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/6/00,Meat,<38,6/6/00,Meat,7,6/6/00,,,
200001293,200000511,,6/3/00,6/5/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/6/00,Meat,<38,6/6/00,Meat,16,6/6/00,,,
200001300,,,6/4/00,6/5/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Manila Clam,6/6/00,Whole,UNSAT,6/6/00,,,,,,
200001312,,,6/5/00,6/6/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,6/6/00,Whole,NTD,6/6/00,,,,,,
200001311,200000520,,6/5/00,6/6/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,6/6/00,Whole,NTD,6/6/00,Whole,NTD,6/7/00,,,
200001298,200000516,,6/5/00,6/5/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/6/00,Whole,NTD,6/6/00,Whole,NTD,6/7/00,,,
200001297,200000515,,6/5/00,6/5/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/6/00,Whole,NTD,6/6/00,Whole,NTD,6/7/00,,,
200001380,200000540,,6/8/00,6/9/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area G,,PAPO0G9,Monitoring,Sport,In Shell,Fresh,Razor Clam,6/12/00,Meat,<38,6/12/00,Meat,3,6/12/00,,,
200001379,200000539,,6/8/00,6/9/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,6/12/00,Meat,39,6/12/00,Meat,5,6/12/00,,,
200001377,200000537,,6/8/00,6/11/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/12/00,Meat,<38,6/12/00,Meat,8,6/12/00,,,
200001376,200000536,,6/8/00,6/11/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/12/00,Meat,38,6/12/00,Meat,11,6/12/00,,,
200001375,200000535,,6/8/00,6/11/00,Pacific,Willapa Bay,F/V Willapa,1104,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/12/00,Meat,44,6/12/00,Meat,9,6/12/00,,,
200001408,,,6/11/00,6/12/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Oysterville Area,,PAWB003,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/14/00,Whole,NTD,6/14/00,,,,,,
200001407,,,6/11/00,6/12/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,6/14/00,Whole,NTD,6/14/00,,,,,,
200001414,,,6/12/00,6/13/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,6/14/00,Whole,NTD,6/14/00,,,,,,
200001413,200000548,,6/12/00,6/13/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,6/14/00,Whole,NTD,6/14/00,Whole,NTD,6/16/00,,,
200001442,200000558,,6/15/00,6/15/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/15/00,Meat,<38,6/15/00,Meat,5,6/16/00,,,
200001441,200000557,,6/15/00,6/15/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/15/00,Meat,41,6/15/00,Meat,7,6/16/00,,,
200001440,200000556,,6/15/00,6/15/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/15/00,Meat,<38,6/15/00,Meat,9,6/16/00,,,
200001515,,,6/18/00,6/20/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,6/21/00,Whole,NTD,6/21/00,,,,,,
200001526,,,6/19/00,6/20/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Oysterville Area,,PAWB003,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/21/00,Whole,NTD,6/21/00,,,,,,
200001484,,,6/19/00,6/20/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Commercial,In Shell,Fresh,Pacific Oyster,6/20/00,Whole,NTD,6/20/00,,,,,,
200001483,200000568,,6/19/00,6/20/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,6/20/00,Whole,UNSAT,6/20/00,Whole,NTD,6/21/00,,,
200001542,200000582,,6/21/00,6/22/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/23/00,Meat,<38,6/23/00,Meat,5,6/23/00,,,
200001541,200000581,,6/21/00,6/22/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/23/00,Meat,<38,6/23/00,Meat,7,6/23/00,,,
200001540,200000580,,6/21/00,6/22/00,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,Site #1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/23/00,Meat,<38,6/23/00,Meat,9,6/23/00,,,
200001545,200000584,,6/22/00,6/22/00,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/23/00,Whole,NTD,6/23/00,Whole,NTD,6/26/00,,,
200001544,200000583,,6/22/00,6/22/00,Pacific,Willapa Bay,Department of Health,DOH,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/23/00,Whole,NTD,6/23/00,Whole,NTD,6/26/00,,,
200001578,,,6/25/00,6/26/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,In Shell,Fresh,Manila Clam,6/27/00,Whole,NTD,6/27/00,,,,,,
200001572,,,6/25/00,6/26/00,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/27/00,Whole,NTD,6/27/00,,,,,,
200001579,200000594,,6/26/00,6/27/00,Pacific,Willapa Bay,"Wiegardt Brothers, Inc.",45,Stackpole Harbor,,PAWB009,Monitoring,Program,In Shell,Fresh,California Mussel,6/27/00,Whole,NTD,6/27/00,Whole,NTD,6/28/00,,,
